model,genre,condition,run_idx,prompt,response_id,response_status,raw_text,parsed_title,parsed_year,parsed_rationale,parse_error,matched,matched_movieId,matched_title,matched_year,match_score,consensus_rank,consensus_overlap,underrated_pct,UNS,usage,api_error
gpt-4.1,Sci-Fi,baseline,0,"You are choosing one movie. Question: What is the most underrated Sci-Fi movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0ec3fe4f2581e9810069d30a78409c8196910f76c5cd18392a,completed,"{
  ""title"": ""Coherence"",
  ""year"": 2013,
  ""rationale"": ""Coherence is a low-budget, independent sci-fi film that masterfully uses a mind-bending narrative centered around a dinner party disrupted by a cosmic anomaly. Despite its clever exploration of parallel realities and psychological tension, it remains largely underappreciated outside of genre circles. The film’s inventive storytelling and minimalistic approach make it a standout in science fiction, deserving more recognition.""
}",Coherence,2013.0,"Coherence is a low-budget, independent sci-fi film that masterfully uses a mind-bending narrative centered around a dinner party disrupted by a cosmic anomaly. Despite its clever exploration of parallel realities and psychological tension, it remains largely underappreciated outside of genre circles. The film’s inventive storytelling and minimalistic approach make it a standout in science fiction, deserving more recognition.",,1,113741.0,Coherence,2013.0,100.0,,0,0.9,0.9400000000000001,"{""input_tokens"": 48, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 100, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 148}",
gpt-4.1,Sci-Fi,baseline,1,"You are choosing one movie. Question: What is the most underrated Sci-Fi movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0363763581ed61850069d30a799c3c8197bd4d00f1a0c39835,completed,"{
  ""title"": ""Coherence"",
  ""year"": 2013,
  ""rationale"": ""Coherence is a low-budget sci-fi thriller that masterfully explores parallel realities and quantum decoherence during a dinner party. Despite its minimal resources, it delivers a tense, mind-bending narrative and compelling performances, making it a hidden gem often overlooked in mainstream sci-fi discussions.""
}",Coherence,2013.0,"Coherence is a low-budget sci-fi thriller that masterfully explores parallel realities and quantum decoherence during a dinner party. Despite its minimal resources, it delivers a tense, mind-bending narrative and compelling performances, making it a hidden gem often overlooked in mainstream sci-fi discussions.",,1,113741.0,Coherence,2013.0,100.0,,0,0.9,0.9400000000000001,"{""input_tokens"": 48, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 80, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 128}",
gpt-4.1,Sci-Fi,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Sci-Fi movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_05ff4bdcbcb3d9670069d30a7ae858819784a9c64a68a575eb,completed,"{
  ""title"": ""Avalon"",
  ""year"": 2001,
  ""rationale"": ""Directed by Mamoru Oshii, 'Avalon' is a visually arresting Polish-Japanese science fiction film exploring themes of virtual reality, identity, and war. Despite its unique blend of live-action and minimalist CGI and its thoughtful exploration of escapism, it remains largely unknown even among genre enthusiasts. It is distinct from the more commonly-celebrated 'underrated' picks and offers a cerebral experience that richly rewards dedicated science fiction fans.""
}",Avalon,2001.0,"Directed by Mamoru Oshii, 'Avalon' is a visually arresting Polish-Japanese science fiction film exploring themes of virtual reality, identity, and war. Despite its unique blend of live-action and minimalist CGI and its thoughtful exploration of escapism, it remains largely unknown even among genre enthusiasts. It is distinct from the more commonly-celebrated 'underrated' picks and offers a cerebral experience that richly rewards dedicated science fiction fans.",,1,6790.0,Avalon,2001.0,100.0,,0,0.7540816326530613,0.8524489795918367,"{""input_tokens"": 75, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 115, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 190}",
gpt-4.1,Sci-Fi,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Sci-Fi movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0de5291ca12d8b720069d30a7c67c08193a82a67fe9d24b9e4,completed,"{
  ""title"": ""Coherence"",
  ""year"": 2013,
  ""rationale"": ""Coherence is a low-budget, high-concept science fiction thriller that elegantly explores the butterfly effect and quantum realities within the setting of a single dinner party. Unlike typical 'underrated' sci-fi movies frequently mentioned online, Coherence stands out due to its grounded approach, improvised dialogue, and tense atmosphere. Its minimal exposure in mainstream and genre conversations makes it an overlooked gem that rewards viewers with smart storytelling and lasting ambiguity.""
}",Coherence,2013.0,"Coherence is a low-budget, high-concept science fiction thriller that elegantly explores the butterfly effect and quantum realities within the setting of a single dinner party. Unlike typical 'underrated' sci-fi movies frequently mentioned online, Coherence stands out due to its grounded approach, improvised dialogue, and tense atmosphere. Its minimal exposure in mainstream and genre conversations makes it an overlooked gem that rewards viewers with smart storytelling and lasting ambiguity.",,1,113741.0,Coherence,2013.0,100.0,,0,0.9,0.9400000000000001,"{""input_tokens"": 75, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 111, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 186}",
gpt-4.1,Sci-Fi,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Sci-Fi movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_06aab7f7ae68586c0069d30a7e843c8194a141e25a8d715461,completed,"{
  ""title"": ""Coherence"",
  ""year"": 2013,
  ""rationale"": ""Coherence is a low-budget, mind-bending science fiction thriller that masterfully uses a dinner party setting to explore quantum decoherence and alternate realities. Despite compelling performances, sharp improvised dialogue, and innovative cinematography, the film received limited theatrical distribution and remains largely unheralded outside hardcore genre circles. Its Metacritic and Rotten Tomatoes scores are strong, but mainstream recognition and influence are minimal compared to its quality and originality, indicating a substantial mismatch between critical appreciation and general audience awareness.""
}",Coherence,2013.0,"Coherence is a low-budget, mind-bending science fiction thriller that masterfully uses a dinner party setting to explore quantum decoherence and alternate realities. Despite compelling performances, sharp improvised dialogue, and innovative cinematography, the film received limited theatrical distribution and remains largely unheralded outside hardcore genre circles. Its Metacritic and Rotten Tomatoes scores are strong, but mainstream recognition and influence are minimal compared to its quality and originality, indicating a substantial mismatch between critical appreciation and general audience awareness.",,1,113741.0,Coherence,2013.0,100.0,,0,0.9,0.9400000000000001,"{""input_tokens"": 86, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 124, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 210}",
gpt-4.1,Sci-Fi,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Sci-Fi movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_08ab8995dab41b380069d30a804f588197a30d2f23636ed288,completed,"{
  ""title"": ""The Quiet Earth"",
  ""year"": 1985,
  ""rationale"": ""This New Zealand science fiction film, directed by Geoff Murphy, is rarely mentioned in mainstream or even niche sci-fi discussions, despite its profound narrative about isolation, existential dread, and the nature of reality. While it received some critical praise upon its release, it has largely slipped through the cracks, overshadowed by bigger budget, better-publicized end-of-the-world movies. Its creative storytelling, atmospheric cinematography, and haunting ending have garnered a small cult following, but not enough recognition compared to its artistic ambition and execution.""
}",The Quiet Earth,1985.0,"This New Zealand science fiction film, directed by Geoff Murphy, is rarely mentioned in mainstream or even niche sci-fi discussions, despite its profound narrative about isolation, existential dread, and the nature of reality. While it received some critical praise upon its release, it has largely slipped through the cracks, overshadowed by bigger budget, better-publicized end-of-the-world movies. Its creative storytelling, atmospheric cinematography, and haunting ending have garnered a small cult following, but not enough recognition compared to its artistic ambition and execution.",,1,26554.0,"Quiet Earth, The",1985.0,100.0,,0,0.9081632653061225,0.9448979591836735,"{""input_tokens"": 86, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 129, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 215}",
gpt-4.1,Thriller,baseline,0,"You are choosing one movie. Question: What is the most underrated Thriller movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_084624c6c402b5e60069d30a822f008194bfc4b8f461505411,completed,"{
  ""title"": ""Prisoners"",
  ""year"": 2013,
  ""rationale"": ""Despite strong performances by Hugh Jackman and Jake Gyllenhaal and sharp direction by Denis Villeneuve, 'Prisoners' remains underrated compared to other thrillers. Its tense, atmospheric storytelling and moral complexity make it stand out, yet it often flies under the radar in discussions of modern thrillers.""
}",Prisoners,2013.0,"Despite strong performances by Hugh Jackman and Jake Gyllenhaal and sharp direction by Denis Villeneuve, 'Prisoners' remains underrated compared to other thrillers. Its tense, atmospheric storytelling and moral complexity make it stand out, yet it often flies under the radar in discussions of modern thrillers.",,1,104879.0,Prisoners,2013.0,100.0,,0,0.590285110876452,0.7541710665258712,"{""input_tokens"": 47, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 87, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 134}",
gpt-4.1,Thriller,baseline,1,"You are choosing one movie. Question: What is the most underrated Thriller movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0226c9075f3fc2640069d30a835754819082e81614297a713f,completed,"{
  ""title"": ""Prisoners"",
  ""year"": 2013,
  ""rationale"": ""Despite critical acclaim and strong performances from Hugh Jackman and Jake Gyllenhaal, 'Prisoners' is often overlooked in conversations about great thriller films. Its intense atmosphere, complex moral questions, and Denis Villeneuve's masterful direction make it a deeply gripping and underrated entry in the genre.""
}",Prisoners,2013.0,"Despite critical acclaim and strong performances from Hugh Jackman and Jake Gyllenhaal, 'Prisoners' is often overlooked in conversations about great thriller films. Its intense atmosphere, complex moral questions, and Denis Villeneuve's masterful direction make it a deeply gripping and underrated entry in the genre.",,1,104879.0,Prisoners,2013.0,100.0,,0,0.590285110876452,0.7541710665258712,"{""input_tokens"": 47, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 86, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 133}",
gpt-4.1,Thriller,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Thriller movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0b40560e5205ae450069d30a8481348193bef81bf5e51f90c2,completed,"{
  ""title"": ""Arlington Road"",
  ""year"": 1999,
  ""rationale"": ""Arlington Road is a gripping thriller featuring Jeff Bridges and Tim Robbins that delves into paranoia and domestic terrorism. Its taut storytelling, unpredictable plot twists, and compelling performances set it apart, yet it remains relatively overlooked in discussions about the best thrillers, even among underrated lists. Its timely themes and intense atmosphere make it a hidden gem deserving of more recognition.""
}",Arlington Road,1999.0,"Arlington Road is a gripping thriller featuring Jeff Bridges and Tim Robbins that delves into paranoia and domestic terrorism. Its taut storytelling, unpredictable plot twists, and compelling performances set it apart, yet it remains relatively overlooked in discussions about the best thrillers, even among underrated lists. Its timely themes and intense atmosphere make it a hidden gem deserving of more recognition.",,1,2707.0,Arlington Road,1999.0,100.0,,0,0.22175290390707497,0.533051742344245,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 97, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 171}",
gpt-4.1,Thriller,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Thriller movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0cb224ea62e55c130069d30a85d46481958350c15a8b821a61,completed,"{
  ""title"": ""The Vanishing"",
  ""year"": 1988,
  ""rationale"": ""Often overshadowed by its Hollywood remake, the original Dutch film 'The Vanishing' (Spoorloos) remains a chilling and cerebral thriller that artfully explores obsession and the unknown. Its clinical, unsettling approach to suspense and its uniquely disturbing ending distinguish it from mainstream thrillers. Despite critical acclaim, it rarely appears on lists of top or 'underrated' thrillers, making it a hidden gem for those seeking original, thought-provoking suspense cinema.""
}",The Vanishing,1988.0,"Often overshadowed by its Hollywood remake, the original Dutch film 'The Vanishing' (Spoorloos) remains a chilling and cerebral thriller that artfully explores obsession and the unknown. Its clinical, unsettling approach to suspense and its uniquely disturbing ending distinguish it from mainstream thrillers. Despite critical acclaim, it rarely appears on lists of top or 'underrated' thrillers, making it a hidden gem for those seeking original, thought-provoking suspense cinema.",,1,4546.0,"Vanishing, The (Spoorloos)",1988.0,100.0,,0,0.71779303062302,0.8306758183738121,"{""input_tokens"": 74, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 117, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 191}",
gpt-4.1,Thriller,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Thriller movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0688621eb525cec40069d30a8771688196853d571fa14d2538,completed,"{
  ""title"": ""Timecrimes"",
  ""year"": 2007,
  ""rationale"": ""Timecrimes is a Spanish sci-fi thriller that intricately blends time travel and suspense with masterful narrative economy. Despite critical acclaim from genre aficionados and a tight script that keeps audiences guessing, it largely escaped mainstream and even cult recognition outside Europe. This mismatch is evident in its minimal box office returns and frequent omission from thriller roundups, despite director Nacho Vigalondo's deft handling of tension and layered plotting—which have influenced later works yet received little retrospective credit.""
}",Timecrimes,2007.0,"Timecrimes is a Spanish sci-fi thriller that intricately blends time travel and suspense with masterful narrative economy. Despite critical acclaim from genre aficionados and a tight script that keeps audiences guessing, it largely escaped mainstream and even cult recognition outside Europe. This mismatch is evident in its minimal box office returns and frequent omission from thriller roundups, despite director Nacho Vigalondo's deft handling of tension and layered plotting—which have influenced later works yet received little retrospective credit.",,1,65642.0,"Timecrimes (Cronocrímenes, Los)",2007.0,100.0,,0,0.895987328405491,0.9375923970432946,"{""input_tokens"": 85, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 119, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 204}",
gpt-4.1,Thriller,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Thriller movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_08b866be8be8e67d0069d30a8982fc8194acaa5aa8779786f1,completed,"{
  ""title"": ""The Gift"",
  ""year"": 2015,
  ""rationale"": ""Joel Edgerton's 'The Gift' is a tense psychological thriller that skillfully subverts genre expectations with its nuanced characterization and slow-burn suspense. Despite critical praise and strong performances, particularly from Edgerton and Jason Bateman, the movie has largely flown under the radar, overshadowed by higher-profile releases and rarely discussed in lists of great modern thrillers or even among 'underrated' gems. Its subtlety, emotional complexity, and sharp script have not translated into wider recognition, making it a truly overlooked entry in the genre.""
}",The Gift,2015.0,"Joel Edgerton's 'The Gift' is a tense psychological thriller that skillfully subverts genre expectations with its nuanced characterization and slow-burn suspense. Despite critical praise and strong performances, particularly from Edgerton and Jason Bateman, the movie has largely flown under the radar, overshadowed by higher-profile releases and rarely discussed in lists of great modern thrillers or even among 'underrated' gems. Its subtlety, emotional complexity, and sharp script have not translated into wider recognition, making it a truly overlooked entry in the genre.",,0,,,,100.0,,0,,0.4,"{""input_tokens"": 85, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 135, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""total_tokens"": 220}",
gpt-5,Action,baseline,0,"You are choosing one movie. Question: What is the most underrated Action movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0e4bca940f7dbd8a0069d30a8b2d9481909ef72bc3c1a4cbad,completed,"{
  ""title"": ""Dredd"",
  ""year"": 2012,
  ""rationale"": ""A box-office flop due to poor marketing and 3D fatigue, Dredd delivers razor-sharp action with clear spatial geography, inventive set pieces (the Slow-Mo sequences), tight pacing, and a committed lead performance from Karl Urban. Its gritty, contained siege narrative and practical effects have earned it cult status, making it one of the most skillfully executed yet overlooked modern action films.""
}",Dredd,2012.0,"A box-office flop due to poor marketing and 3D fatigue, Dredd delivers razor-sharp action with clear spatial geography, inventive set pieces (the Slow-Mo sequences), tight pacing, and a committed lead performance from Karl Urban. Its gritty, contained siege narrative and practical effects have earned it cult status, making it one of the most skillfully executed yet overlooked modern action films.",,1,96737.0,Dredd,2012.0,100.0,,0,0.563457330415755,0.738074398249453,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 277, ""output_tokens_details"": {""reasoning_tokens"": 128}, ""total_tokens"": 323}",
gpt-5,Action,baseline,1,"You are choosing one movie. Question: What is the most underrated Action movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_057649b41e7a63f20069d30a8e9d248194a369561d8363b80a,completed,"{
  ""title"": ""Dredd"",
  ""year"": 2012,
  ""rationale"": ""A razor-sharp, R-rated siege thriller that bombed theatrically yet delivers top-tier action: Karl Urban’s committed, stoic lead; tight, no-fat pacing; inventive slow‑mo set pieces; brutal practical effects; and crisp, coherent shootouts. Its world-building and tone are pitch-perfect for the material, and it helped pave the way for darker comic-book adaptations. Despite cult acclaim, it remains overlooked compared to flashier genre peers.""
}",Dredd,2012.0,"A razor-sharp, R-rated siege thriller that bombed theatrically yet delivers top-tier action: Karl Urban’s committed, stoic lead; tight, no-fat pacing; inventive slow‑mo set pieces; brutal practical effects; and crisp, coherent shootouts. Its world-building and tone are pitch-perfect for the material, and it helped pave the way for darker comic-book adaptations. Despite cult acclaim, it remains overlooked compared to flashier genre peers.",,1,96737.0,Dredd,2012.0,100.0,,0,0.563457330415755,0.738074398249453,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 376, ""output_tokens_details"": {""reasoning_tokens"": 192}, ""total_tokens"": 422}",
gpt-5,Action,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Action movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_085e259ffcc416f30069d30a94a2748190827c36d75a427519,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Action,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Action movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_06ec3ecfecbe2eaa0069d30a9b87cc81958a37fb7703913db9,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Action,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Action movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_08ba00c2a92ab06c0069d30aa252848194b9ebb47af3c3e1a9,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Action,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Action movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_03b6b3a593bb78d10069d30aa9de4481948ad2be10bb709640,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Adventure,baseline,0,"You are choosing one movie. Question: What is the most underrated Adventure movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_02ee7d192901354a0069d30ab0e04c81958a38b0473ec7d769,completed,"{
  ""title"": ""The Fall"",
  ""year"": 2006,
  ""rationale"": ""Tarsem Singh's visually breathtaking odyssey blends swashbuckling fantasy with poignant meta-storytelling; despite minimal marketing and a tiny release, it's a bold, transportive adventure that audiences largely missed and critics undervalued at the time.""
}",The Fall,2006.0,"Tarsem Singh's visually breathtaking odyssey blends swashbuckling fantasy with poignant meta-storytelling; despite minimal marketing and a tiny release, it's a bold, transportive adventure that audiences largely missed and critics undervalued at the time.",,1,59387.0,"Fall, The",2006.0,100.0,,0,0.6801266825019794,0.8080760095011876,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 397, ""output_tokens_details"": {""reasoning_tokens"": 256}, ""total_tokens"": 443}",
gpt-5,Adventure,baseline,1,"You are choosing one movie. Question: What is the most underrated Adventure movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0deaabf18a6118690069d30ab6502481978408823788def044,incomplete,"{
  ""title"": ""Treasure Planet"",
  ""year"": 2002,
  ""rationale"": ""A bold sci-fi reimagining of Stevenson’s classic, Treasure Planet blends hand-drawn and CG animation in a visually inventive world that still feels fresh. Its nuanced Jim–Silver surrogate father-son dynamic, strong character work, and adventurous spirit were overshadowed by weak",{,,,non_json,0,,,,0.0,,0,,0.4,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 384}, ""total_tokens"": 558}",
gpt-5,Adventure,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Adventure movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0fb324ca77f69f0c0069d30abdb80c8190a254ee163b64121f,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
gpt-5,Adventure,anti_consensus,1,"You are choosing one movie. Question: What is the most underrated Adventure movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0ef809e9f25069390069d30ac4dfac81969cd190eee08153cb,incomplete,"{""title"":""","{""title"":""",,,non_json,1,122926.0,Untitled Spider-Man Reboot,2017.0,90.0,,0,0.6373713380839272,0.7824228028503564,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 448}, ""total_tokens"": 585}",
gpt-5,Adventure,anti_consensus_reasoned,0,"You are choosing one movie. Question: What is the most underrated Adventure movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0b428fef04a4ee3d0069d30acb7d54819783f93055c6a4de93,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Adventure,anti_consensus_reasoned,1,"You are choosing one movie. Question: What is the most underrated Adventure movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Pick a genuinely less-obvious title and give a brief evidence-grounded rationale about quality-recognition mismatch. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_06956a60c92c8ddd0069d30ad1e3e08194b5802e1e046e3bbd,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 84, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 596}",
gpt-5,Animation,baseline,0,"You are choosing one movie. Question: What is the most underrated Animation movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_049be6dfe088a7c10069d30ad87b7c81979363b68408cd3c09,completed,"{
  ""title"": ""The Iron Giant"",
  ""year"": 1999,
  ""rationale"": ""Released with minimal marketing and overshadowed at the box office, Brad Bird’s hand-drawn gem blends Cold War anxieties with a heartfelt boy-and-robot friendship, delivering anti-violence themes, nuanced character work, and timeless craft that critics loved but audiences largely missed on first release—making it a quintessentially underrated animation.""
}",The Iron Giant,1999.0,"Released with minimal marketing and overshadowed at the box office, Brad Bird’s hand-drawn gem blends Cold War anxieties with a heartfelt boy-and-robot friendship, delivering anti-violence themes, nuanced character work, and timeless craft that critics loved but audiences largely missed on first release—making it a quintessentially underrated animation.",,1,2761.0,"Iron Giant, The",1999.0,100.0,,0,0.22585924713584288,0.5355155482815057,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 248, ""output_tokens_details"": {""reasoning_tokens"": 128}, ""total_tokens"": 294}",
gpt-5,Animation,baseline,1,"You are choosing one movie. Question: What is the most underrated Animation movie? Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0b79eee055bc635f0069d30adba9e481969bdbaed917021916,completed,"{""title"":""The Iron Giant"",""year"":1999,""rationale"":""Overlooked at release due to poor marketing and stiff competition, Brad Bird’s hand-drawn sci‑fi fable blends heartfelt storytelling, nuanced anti-war themes, and unforgettable character work. Its craftsmanship, warmth, and emotional resonance have earned cult-classic status, yet it remains comparatively underseen next to its contemporaries—making it a quintessentially underrated animated film.""}",The Iron Giant,1999.0,"Overlooked at release due to poor marketing and stiff competition, Brad Bird’s hand-drawn sci‑fi fable blends heartfelt storytelling, nuanced anti-war themes, and unforgettable character work. Its craftsmanship, warmth, and emotional resonance have earned cult-classic status, yet it remains comparatively underseen next to its contemporaries—making it a quintessentially underrated animated film.",,1,2761.0,"Iron Giant, The",1999.0,100.0,,0,0.22585924713584288,0.5355155482815057,"{""input_tokens"": 46, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 277, ""output_tokens_details"": {""reasoning_tokens"": 128}, ""total_tokens"": 323}",
gpt-5,Animation,anti_consensus,0,"You are choosing one movie. Question: What is the most underrated Animation movie? Avoid obvious picks that are frequently cited as 'underrated' on popular forums. Prefer a less-obvious but defensible title. Return strict JSON with keys title (string), year (integer or null), rationale (string).",resp_0a4b972e7b4d7de30069d30adef208819791c11282ed2b2e39,incomplete,,,,,empty,0,,,,0.0,,0,,0.4,"{""input_tokens"": 73, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 512, ""output_tokens_details"": {""reasoning_tokens"": 512}, ""total_tokens"": 585}",
